Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/?operationName=HERO_WATCH_BOX&variables=%7B%22heroNowDateDay%22%3A8%2C%22heroNowDateMonth%22%3A4%2C%22heroNowDateYear%22%3A2026%2C%22heroYesterdayDateDay%22%3A7%2C%22heroYesterdayDateMonth%22%3A4%2C%22heroYesterdayDateYear%22%3A2026%2C%22id%22%3A%22tt0468569%22%2C%22includeUserPreferredServices%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2245a4e574562d71de9f5c7efe76d5e47a08f06457c6a69749802218db5162f3d6%22%2C%22version%22%3A1%7D%7D-148,100,14,11,16,26,62,8,247,0.000%,1.08624,0.74,1.30
/?operationName=ReviewSummary&variables=%7B%22id%22%3A%22tt0468569%22%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22d4e548891fd486aa7f4197fb818fa47354c28213174f746d21f4a7739e918e89%22%2C%22version%22%3A1%7D%7D-149,100,11,11,14,16,32,8,37,0.000%,1.08621,0.74,0.95
/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi324468761%22%2C%22vi2351545881%22%2C%22vi3704864537%22%2C%22vi1266925337%22%2C%22vi1212136473%22%2C%22vi3555114265%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-155,100,12,11,15,17,70,8,96,0.000%,1.08621,0.74,1.09
/-156,100,11,11,13,15,22,8,25,0.000%,1.08619,0.74,0.68
/1/events/com.amazon.csm.csa.prod-145,100,284,277,286,291,416,265,904,11.000%,1.08300,0.63,1.94
/-143,100,722,882,919,924,939,376,942,100.000%,1.08156,1.32,1.63
/vi324468761/hls-preview-bd77a642-ae22-4008-9ac7-3b185485131f.m3u8-164,100,40,35,46,53,91,28,389,1.000%,1.08565,0.79,0.92
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-playerready&pc=vi324468761&pt=title&ref=tt_ov&sid=138-5170172-6074708&st=1775643116194&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=434457197ABA4C0F8247-165,100,17,17,27,27,37,9,44,0.000%,1.09007,0.61,1.07
/-152,100,515,305,806,811,862,282,994,96.000%,1.08085,1.40,1.16
/-151,100,551,754,806,831,945,282,960,95.000%,1.08670,1.22,1.52
/-150,100,496,298,802,813,954,276,1088,90.000%,1.08134,1.67,1.60
/vi324468761/hls-preview-86ba734c-db30-4965-81ca-55fcb3305aae.m3u8-166,100,14,11,14,16,21,9,338,1.000%,1.08463,0.81,0.48
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26sc0%3DLoadAds%26bb0%3D1%26be0%3D180%26pc0%3D180%26ld0%3D180%26t0%3D1775643114138%26sc1%3DLoadStyledComponents%26bb1%3D180%26be1%3D194%26pc1%3D194%26ld1%3D194%26t1%3D1775643114152%26sc2%3DLoadFonts%26bb2%3D195%26be2%3D364%26pc2%3D364%26ld2%3D364%26t2%3D1775643114322%26sc3%3DLoadIcons%26bb3%3D196%26be3%3D196%26pc3%3D196%26ld3%3D196%26t3%3D1775643114154%26sc4%3DimdbHeader%26bb4%3D204%26be4%3D205%26pc4%3D205%26ld4%3D205%26t4%3D1775643114163%26sc5%3DStaticFeature_Hero%26bb5%3D206%26be5%3D207%26pc5%3D207%26ld5%3D207%26t5%3D1775643114165%26sc6%3DStaticFeature_ProUpsellLink%26bb6%3D322%26be6%3D322%26pc6%3D322%26ld6%3D322%26t6%3D1775643114280%26sc7%3DStaticFeature_Awards%26bb7%3D207%26be7%3D207%26pc7%3D207%26ld7%3D207%26t7%3D1775643114165%26sc8%3DStaticFeature_Videos%26bb8%3D207%26be8%3D207%26pc8%3D207%26ld8%3D207%26t8%3D1775643114165%26sc9%3DStaticFeature_Photos%26bb9%3D207%26be9%3D208%26pc9%3D208%26ld9%3D208%26t9%3D1775643114166%26sc10%3DStaticFeature_Cast%26bb10%3D208%26be10%3D208%26pc10%3D208%26ld10%3D208%26t10%3D1775643114166%26sc11%3DStaticFeature_UserReviews%26bb11%3D208%26be11%3D209%26pc11%3D209%26ld11%3D209%26t11%3D1775643114167%26sc12%3DStaticFeature_ContentSymphony_center-3%26bb12%3D209%26be12%3D209%26pc12%3D209%26ld12%3D209%26t12%3D1775643114167%26sc13%3DStaticFeature_MoreLikeThis%26bb13%3D209%26be13%3D320%26pc13%3D320%26ld13%3D320%26t13%3D1775643114278%26sc14%3DStaticFeature_RelatedInterests%26bb14%3D320%26be14%3D321%26pc14%3D321%26ld14%3D321%26t14%3D1775643114279%26sc15%3DStaticFeature_DidYouKnow%26bb15%3D321%26be15%3D321%26pc15%3D321%26ld15%3D321%26t15%3D1775643114279%26sc16%3DStaticFeature_FAQ%26bb16%3D321%26be16%3D321%26pc16%3D321%26ld16%3D321%26t16%3D1775643114279%26sc17%3DStaticFeature_Details%26bb17%3D321%26be17%3D322%26pc17%3D322%26ld17%3D322%26t17%3D1775643114280%26sc18%3DStaticFeature_BoxOffice%26bb18%3D322%26be18%3D322%26pc18%3D322%26ld18%3D322%26t18%3D1775643114280%26sc19%3DStaticFeature_TechSpecs%26bb19%3D322%26be19%3D322%26pc19%3D322%26ld19%3D322%26t19%3D1775643114280%26sc20%3DStaticFeature_News%26bb20%3D322%26be20%3D322%26pc20%3D322%26ld20%3D322%26t20%3D1775643114280%26sc21%3DStaticFeature_Contribution%26bb21%3D322%26be21%3D322%26pc21%3D322%26ld21%3D322%26t21%3D1775643114280%26sc22%3DLoadFooterJS%26bb22%3D323%26be22%3D323%26pc22%3D324%26ld22%3D324%26t22%3D1775643114282%26sc23%3DcsmCELLSframework%26bb23%3D329%26pc23%3D329%26ld23%3D329%26t23%3D1775643114287%26sc24%3DcsmCELLSpdm%26bb24%3D330%26pc24%3D345%26ld24%3D345%26t24%3D1775643114303%26sc25%3DcsmCELLSvpm%26bb25%3D345%26pc25%3D345%26ld25%3D345%26t25%3D1775643114303%26sc26%3DcsmCELLSfem%26bb26%3D345%26pc26%3D345%26ld26%3D345%26t26%3D1775643114303%26sc27%3DadSlotMount%26bb27%3D1337%26pc27%3D1337%26ld27%3D1337%26t27%3D1775643115295%26sc28%3DMountReactJS%26pc28%3D1340%26ld28%3D1340%26t28%3D1775643115298%26ctb%3D1:1353-146,100,306,307,321,323,328,286,354,100.000%,1.08127,0.24,3.64
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26sw%3D1920%26sh%3D1080%26vw%3D1920%26vh%3D947%26m%3D1%26sc%3D81W6B5WHDVWWYJ6EJA0A%26ue%3D1%26bb%3D198%26af%3D207%26cf%3D209%26be%3D329%26fcp%3D316%26fn%3D1340%26pc%3D1351%26tc%3D-1396%26na_%3D-1396%26ul_%3D-18%26_ul%3D-14%26rd_%3D-1775643113958%26_rd%3D-1775643113958%26fe_%3D-1393%26lk_%3D-1373%26_lk%3D-1373%26co_%3D-1372%26_co%3D-1372%26sc_%3D-1372%26rq_%3D-1372%26rs_%3D-1371%26_rs%3D-1371%26dl_%3D-18%26di_%3D346%26de_%3D1347%26_de%3D1349%26_dc%3D1349%26ld_%3D1350%26_ld%3D-1775643113958%26ntd%3D0%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D1351%26t%3D1775643115309%26ctb%3D1%26rt%3Dcf%3A22-18-4-0-3-4-1_af%3A22-18-4-0-3-4-1_ld%3A58-42-4-11-3-4-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%7Ccsm-feature-touch-enabled%3Afalse%26viz%3Dvisible%3A1%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26ui%3D2%26lob%3D6:1352-144,100,310,308,320,326,341,287,617,100.000%,1.08151,0.24,1.55
/vi324468761/1495236114256-rhi1m2-156371291836900000.ts-168,100,93,72,156,197,333,49,335,2.000%,1.08455,500.39,0.47
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=review-genai&pc=tt0468569&pt=title&ref=tt_ururv_genai&sid=138-5170172-6074708&st=1775643116388&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=E1826558DF8F4D85ACC3-169,100,11,11,13,15,35,8,43,0.000%,1.08644,0.60,1.07
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-playerready&pc=vi324468761&pt=title&ref=tt_ov&sid=138-5170172-6074708&st=1775643116194&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=434457197ABA4C0F8247-167,100,274,263,270,271,772,250,774,3.000%,1.08347,0.66,1.21
/-158,100,538,330,827,834,839,301,877,100.000%,1.08294,1.16,1.13
/1/events/com.amazon.eel.katal.metrics.core.nexus-160,100,304,284,298,306,833,267,864,50.000%,1.08902,0.63,1.24
/1/events/com.amazon.eel.katal.metrics.core.nexus-159,100,281,277,288,291,380,266,537,13.000%,1.08923,0.63,1.25
/1/events/com.amazon.eel.katal.metrics.core.nexus-161,100,278,277,289,292,307,264,311,13.000%,1.08928,0.63,1.25
/-157,100,585,396,892,922,977,353,1028,100.000%,1.08216,1.67,1.31
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=review-genai&pc=tt0468569&pt=title&ref=tt_ururv_genai&sid=138-5170172-6074708&st=1775643116388&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=E1826558DF8F4D85ACC3-170,100,277,266,273,280,513,252,785,5.000%,1.08903,0.66,1.21
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D1853%26pc0%3D1853%26ld0%3D1853%26t0%3D1775643115811%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:1853-154,100,309,307,320,321,337,285,616,99.000%,1.08859,0.24,0.85
/b-172,100,189,183,194,210,428,168,429,2.000%,1.09027,0.47,0.83
/-171,100,539,340,843,856,872,313,874,100.000%,1.08844,2.22,1.15
/api/_ajax/metrics/ops/-179,100,337,289,417,509,1132,269,1361,67.000%,1.08984,0.96,0.71
/1/events/com.amazon.csm.customsg.prod-174,100,286,282,293,296,314,266,648,37.000%,1.09076,0.63,1.06
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-no-ad&pc=vi324468761&pt=title&ref=tt_ov&sid=138-5170172-6074708&st=1775643118200&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=12AF3DC3D4A4480594CB-180,100,11,11,14,18,29,8,59,0.000%,1.09415,0.61,1.07
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26m%3D1%26sc%3Dcsa%3Avl50%26vl50%3D490%26pc%3D3421%26at%3D3421%26t%3D1775643117379%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:3421-176,100,305,306,318,320,327,286,333,100.000%,1.09069,0.24,0.85
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26m%3D1%26sc%3Dcsa%3Alcp%26lcp%3D923%26pc%3D3418%26at%3D3418%26t%3D1775643117376%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:3418-175,100,308,306,319,324,362,286,515,100.000%,1.09094,0.24,0.84
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2F%3Fref_%3Dchtstrm_nv_home&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-no-ad&pc=vi324468761&pt=title&ref=tt_ov&sid=138-5170172-6074708&st=1775643118200&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Ftitle%2Ftt0468569%2F&qs=ref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&rrid=12AF3DC3D4A4480594CB-181,100,280,265,273,293,765,249,783,6.000%,1.09156,0.66,1.21
/1/events/com.amazon.csm.csa.prod-173,100,301,292,306,315,561,278,638,79.000%,1.09114,0.63,94.86
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:81W6B5WHDVWWYJ6EJA0A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D81W6B5WHDVWWYJ6EJA0A%26ctb%3D1%26sc0%3DLoadSis%26bb0%3D1782%26be0%3D1819%26pc0%3D3434%26ld0%3D3434%26t0%3D1775643117392%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:3435-178,100,312,306,320,325,557,286,598,100.000%,1.09129,0.24,0.86
/name/nm0634240/-177,100,277,277,284,290,295,264,295,8.000%,1.09157,2.98,0.60
/1/events/com.amazon.csm.csa.prod-182,100,291,278,291,296,884,267,902,16.000%,1.09145,0.63,10.87
/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi103334681%22%2C%22vi2837431833%22%2C%22vi2293155353%22%2C%22vi3079915289%22%2C%22vi3282814745%22%2C%22vi321503513%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-204,100,12,11,14,17,74,8,75,0.000%,1.09469,0.75,1.10
/?operationName=ListCollectionConnection&variables=%7B%22first%22%3A6%2C%22itemId%22%3A%22nm0634240%22%2C%22locale%22%3A%22en-US%22%2C%22topListType%22%3A%22EDITORIAL%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2292eb03a24c64d4b74def6df6e6270191ece62cbfaac65c9c64f2dd6140867c81%22%2C%22version%22%3A1%7D%7D-205,100,17,16,25,27,30,9,46,0.000%,1.09456,0.75,1.03
/?operationName=RVI_Items&variables=%7B%22count%22%3A15%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232eda43bfa1053f69036b945638fc4a0ae6cc4a2429de224b3185f8b0e37717b%22%2C%22version%22%3A1%7D%7D-206,100,11,10,13,16,42,8,48,0.000%,1.09461,0.75,0.94
/?operationName=ListCollectionConnection&variables=%7B%22first%22%3A6%2C%22itemId%22%3A%22nm0634240%22%2C%22locale%22%3A%22en-US%22%2C%22topListType%22%3A%22ALL%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2292eb03a24c64d4b74def6df6e6270191ece62cbfaac65c9c64f2dd6140867c81%22%2C%22version%22%3A1%7D%7D-209,100,11,11,16,20,26,8,28,0.000%,1.09463,0.75,1.03
/?operationName=NameMainProjectsInDev&variables=%7B%22first%22%3A5%2C%22locale%22%3A%22en-US%22%2C%22nconst%22%3A%22nm0634240%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2219507cdb3883a63d0e4e2a231ceb4c2835e1e76f68445a4a749a6787ba9f5aeb%22%2C%22version%22%3A1%7D%7D-208,100,13,10,14,18,48,8,259,0.000%,1.09465,0.75,0.99
/?operationName=NameUserPolls&variables=%7B%22itemId%22%3A%22nm0634240%22%2C%22locale%22%3A%22en-US%22%2C%22pollCount%22%3A6%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2272a2767304e9e2c2fbc47296f0f1888abc76f3f4667062a6f536810ba82dc9c5%22%2C%22version%22%3A1%7D%7D-207,100,15,11,15,19,49,8,337,1.000%,1.09469,0.75,0.99
/-202,100,648,805,833,841,1037,305,1046,100.000%,1.08516,1.16,1.13
/vi103334681/hls-preview-34d80668-04eb-4fe5-839e-5cd6e1ccb0ed.m3u8-214,100,18,18,26,29,33,10,43,0.000%,1.09464,0.80,0.93
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2Ftitle%2Ftt0468569%2F%3Fref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-playerready&pc=vi103334681&pt=name&ref=nm_ov&sid=138-5170172-6074708&st=1775643121718&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Fname%2Fnm0634240%2F&qs=ref_%3Dtt_ov_2_2&rrid=00656AE02C30455A91A2-220,100,11,11,14,16,26,8,27,0.000%,1.09467,0.61,1.09
/vi103334681/hls-preview-f55339d9-50b3-4321-a53d-ae7307b17e8a.m3u8-224,100,12,11,14,19,26,8,42,0.000%,1.09465,0.81,0.49
/1/events/com.amazon.csm.csa.prod-199,100,290,278,287,290,719,265,858,11.000%,1.09143,0.63,1.96
/-196,100,676,871,917,930,950,371,1008,100.000%,1.09024,1.33,1.64
/vi103334681/1495236114256-rhi1m2-164220786848600000.ts-225,100,78,55,137,204,317,23,586,2.000%,1.09450,453.34,0.48
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2Ftitle%2Ftt0468569%2F%3Fref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=nv-menu-open&pc=nm0634240&pt=name&ref=nm_nv_menu_open&sid=138-5170172-6074708&st=1775643122043&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Fname%2Fnm0634240%2F&qs=ref_%3Dtt_ov_2_2&rrid=4ACA43E927D74F3198C4-226,100,11,10,14,18,28,8,31,0.000%,1.09480,0.61,1.09
/-218,100,19,12,21,35,305,9,313,2.000%,1.09483,1.79,1.25
/-212,100,50,12,35,300,734,9,742,7.000%,1.09836,1.77,1.26
/-219,100,11,11,13,16,25,8,27,0.000%,1.10181,1.21,1.22
/-217,100,38,12,18,298,363,8,698,7.000%,1.10183,1.62,1.21
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:0MT20NMWGMC71260YPB5$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D0MT20NMWGMC71260YPB5%26sc0%3DLoadAds%26bb0%3D2%26be0%3D177%26pc0%3D177%26ld0%3D177%26t0%3D1775643120594%26sc1%3DLoadStyledComponents%26bb1%3D177%26be1%3D182%26pc1%3D183%26ld1%3D183%26t1%3D1775643120600%26sc2%3DLoadFonts%26bb2%3D183%26be2%3D314%26pc2%3D314%26ld2%3D314%26t2%3D1775643120731%26sc3%3DLoadIcons%26bb3%3D184%26be3%3D184%26pc3%3D184%26ld3%3D184%26t3%3D1775643120601%26sc4%3DimdbHeader%26bb4%3D196%26be4%3D197%26pc4%3D197%26ld4%3D197%26t4%3D1775643120614%26sc5%3DStaticFeature_Hero%26bb5%3D198%26be5%3D199%26pc5%3D199%26ld5%3D199%26t5%3D1775643120616%26sc6%3DStaticFeature_ProUpsellLink%26bb6%3D199%26be6%3D199%26pc6%3D199%26ld6%3D199%26t6%3D1775643120616%26sc7%3DStaticFeature_Awards%26bb7%3D199%26be7%3D199%26pc7%3D199%26ld7%3D199%26t7%3D1775643120616%26sc8%3DStaticFeature_Photos%26bb8%3D199%26be8%3D199%26pc8%3D199%26ld8%3D199%26t8%3D1775643120616%26sc9%3DStaticFeature_Filmography%26bb9%3D199%26be9%3D203%26pc9%3D203%26ld9%3D203%26t9%3D1775643120620%26sc10%3DStaticFeature_Videos%26bb10%3D203%26be10%3D203%26pc10%3D203%26ld10%3D203%26t10%3D1775643120620%26sc11%3DStaticFeature_PersonalDetails%26bb11%3D204%26be11%3D204%26pc11%3D204%26ld11%3D204%26t11%3D1775643120621%26sc12%3DStaticFeature_DidYouKnow%26bb12%3D204%26be12%3D204%26pc12%3D204%26ld12%3D204%26t12%3D1775643120621%26sc13%3DStaticFeature_FAQ%26bb13%3D204%26be13%3D204%26pc13%3D204%26ld13%3D204%26t13%3D1775643120621%26sc14%3DStaticFeature_News%26bb14%3D204%26be14%3D204%26pc14%3D204%26ld14%3D204%26t14%3D1775643120621%26sc15%3DStaticFeature_Contribution%26bb15%3D204%26be15%3D204%26pc15%3D204%26ld15%3D204%26t15%3D1775643120621%26sc16%3DLoadFooterJS%26bb16%3D205%26be16%3D206%26pc16%3D206%26ld16%3D206%26t16%3D1775643120623%26sc17%3DcsmCELLSframework%26bb17%3D211%26pc17%3D211%26ld17%3D211%26t17%3D1775643120628%26sc18%3DcsmCELLSpdm%26bb18%3D211%26pc18%3D243%26ld18%3D243%26t18%3D1775643120660%26sc19%3DcsmCELLSvpm%26bb19%3D244%26pc19%3D244%26ld19%3D244%26t19%3D1775643120661%26sc20%3DcsmCELLSfem%26bb20%3D244%26pc20%3D244%26ld20%3D244%26t20%3D1775643120661%26sc21%3DadSlotMount%26bb21%3D756%26pc21%3D756%26ld21%3D756%26t21%3D1775643121173%26sc22%3DMountReactJS%26pc22%3D757%26ld22%3D757%26t22%3D1775643121174%26ctb%3D1:762-198,100,310,308,321,327,374,285,599,99.000%,1.10181,0.24,3.00
/-213,100,686,858,904,912,959,359,1012,100.000%,1.09533,1.69,1.32
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2Ftitle%2Ftt0468569%2F%3Fref_%3Dhm_tpks_i_1_pd_tp1_pbr_ic&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=preview-playerready&pc=vi103334681&pt=name&ref=nm_ov&sid=138-5170172-6074708&st=1775643121718&spt=main&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Fname%2Fnm0634240%2F&qs=ref_%3Dtt_ov_2_2&rrid=00656AE02C30455A91A2-223,100,283,265,274,301,774,250,775,7.000%,1.10257,0.67,1.24
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:0MT20NMWGMC71260YPB5$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D0MT20NMWGMC71260YPB5%26sw%3D1920%26sh%3D1080%26vw%3D1920%26vh%3D947%26m%3D1%26sc%3D0MT20NMWGMC71260YPB5%26ue%3D1%26bb%3D185%26af%3D199%26cf%3D204%26be%3D211%26fcp%3D267%26fn%3D757%26pc%3D762%26tc%3D-3133%26na_%3D-3133%26ul_%3D-48%26_ul%3D-37%26rd_%3D-1775643120417%26_rd%3D-1775643120417%26fe_%3D-3044%26lk_%3D-3013%26_lk%3D-3013%26co_%3D-3013%26_co%3D-3012%26sc_%3D-3012%26rq_%3D-3012%26rs_%3D-3012%26_rs%3D-3012%26dl_%3D-48%26di_%3D271%26de_%3D746%26_de%3D746%26_dc%3D747%26ld_%3D747%26_ld%3D-1775643120417%26ntd%3D-14%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D762%26t%3D1775643121179%26ctb%3D1%26rt%3Dcf%3A33-30-3-0-3-3-1_af%3A33-30-3-0-3-3-1_ld%3A47-30-3-13-3-3-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%7Ccsm-feature-touch-enabled%3Afalse%26viz%3Dvisible%3A1%26pty%3Dname%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26ui%3D2%26lob%3D6:762-197,100,307,307,320,322,327,286,456,100.000%,1.10223,0.24,1.58
