Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/config/au/de196456-5f1f-4e16-b48e-eef530d462f3.js-449,50,465,459,486,494,590,435,590,100.000%,.51846,0.35,0.23
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=cf3d2d73-c326-49e8-a85c-c0c66c293092-448,50,261,258,268,273,357,244,357,100.000%,.52028,0.60,1.88
/p-453,50,122,121,127,127,158,111,158,2.000%,.52106,0.22,0.89
/p-455,50,236,236,256,260,267,211,267,100.000%,.52046,0.17,0.69
/p-456,50,124,123,129,132,159,115,159,2.000%,.52110,0.22,2.57
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=2896741245&en=gdlxaxje&end=1-457,50,144,144,147,148,165,143,165,4.000%,.52093,0.53,1.21
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=2068731899&en=gdlxaxje&end=1-458,50,146,146,149,150,151,145,151,6.000%,.52091,0.53,7.96
/canonical.html-464,50,57,55,65,66,98,48,98,0.000%,.52134,0.15,0.15
/study-with-us-459,50,211,166,300,304,313,158,313,100.000%,.52074,29.55,0.26
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=e769cdf8-00fd-447c-8d64-97ddb942485c-460,50,249,237,261,265,539,228,539,100.000%,.52035,0.57,1.31
/success.txt-466,50,57,56,66,69,85,49,85,0.000%,.52141,0.11,0.16
/success.txt-467,50,56,55,63,64,70,49,70,0.000%,.52135,0.11,0.16
/p-465,50,121,121,128,130,139,110,139,0.000%,.52103,0.22,0.75
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=1793506524&en=gdlxaxje&end=1-468,50,144,144,148,149,154,142,154,4.000%,.52085,0.53,0.73
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938468~116363098~116991817~117266402&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-487,50,74,74,78,79,87,66,87,0.000%,.52125,0.22,0.39
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938468~116363098~116991817~117266402&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&_tu=CA&em=tv.1-489,50,73,73,77,79,83,67,83,0.000%,.52125,0.22,0.40
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938468~116363098~116991817~117266402&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-488,50,114,115,118,123,131,106,131,0.000%,.52103,0.42,0.39
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938468~116363098~116991817~117266402&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-490,50,204,118,383,386,400,107,400,36.000%,.52105,0.42,0.39
/pagead/1p-conversion/721637365/?random=1775643191607&cv=11&fst=1775643191607&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be6461v9181659078z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116363098~116991817~117266402&u_w=1920&u_h=1080&url=https%3A%2F%2Fwww.rmit.edu.au%2Fstudy-with-us&ref=https%3A%2F%2Fwww.rmit.edu.au%2F&label=JrZLCOW4pqkBEPWfjdgC&frm=0&tiba=Find%20a%20course%20%7C%20Study%20at%20RMIT&bttype=purchase&value=0&hn=www.google.com&npa=0&pscdl=noapi&auid=1698757343.1775164957&_tu=CA&gcl_ctr=34~1~0~0&gap.last_random=1775643182718&gap.last_label=JrZLCOW4pqkBEPWfjdgC&gcp=1&sscte=1&ct_cookie_present=1&fmt=8-507,50,268,261,281,290,412,233,412,100.000%,.52023,2.42,2.57
/pagead/1p-conversion/721637365/-509,50,172,170,186,188,205,160,205,100.000%,.52068,1.39,1.94
/v1/config/46c8c7be486445e1a4c42d1b2392d91e-569,50,153,153,158,160,190,145,190,66.000%,.52076,0.40,0.23
/ee/irl1/v1/interact?configId=8f3d8bb7-7148-45d0-86d8-87cbb537de71&requestId=c8812bba-fac3-4e52-bf0b-9a073c1508b0-540,50,252,246,258,267,336,235,336,100.000%,.52021,1.07,1.23
/v1/ingest-570,50,153,151,156,160,272,142,272,52.000%,.52071,0.15,0.26
/v1/ingest-574,50,157,155,164,165,226,146,226,82.000%,.52068,0.40,0.95
/canonical.html-578,50,57,56,64,67,85,49,85,0.000%,.52115,0.15,0.15
/success.txt-581,50,57,56,64,70,83,48,83,0.000%,.52107,0.11,0.16
/success.txt-580,50,56,55,63,64,69,48,69,0.000%,.52103,0.11,0.16
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=3513676589&en=gdlxaxje&end=1-576,50,147,146,151,157,172,145,172,12.000%,.52057,0.53,7.70
/canonical.html-583,50,56,56,63,64,70,49,70,0.000%,.52100,0.15,0.15
/study-with-us/applying-to-rmit-577,50,157,154,167,169,198,151,198,100.000%,.52048,18.10,0.27
/success.txt-585,50,57,56,65,67,91,49,91,0.000%,.52094,0.11,0.16
/success.txt-584,50,55,55,63,65,69,48,69,0.000%,.52088,0.11,0.16
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=63cce2e9-7674-4d7b-bda5-19fc41ae063f-579,50,262,257,272,274,367,245,367,100.000%,.51982,0.60,1.60
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=1881323627&en=gdlxaxje&end=1-586,50,145,144,149,149,159,142,159,6.000%,.52040,0.53,0.76
/canonical.html-605,50,56,55,63,65,68,49,68,0.000%,.52081,0.15,0.15
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~116991816&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-601,50,74,73,79,79,137,66,137,0.000%,.52075,0.22,0.39
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~116991816&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&_tu=KA&em=tv.1-604,50,73,73,78,79,96,66,96,0.000%,.52076,0.22,0.39
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~116991816&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-600,50,115,114,120,121,135,108,135,0.000%,.52055,0.42,0.39
/success.txt-608,50,58,57,64,67,121,49,121,0.000%,.52079,0.11,0.16
/success.txt-607,50,58,56,65,69,90,48,90,0.000%,.52072,0.11,0.16
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~116991816&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-606,50,172,118,270,274,296,107,296,42.000%,.52044,0.42,0.39
/pagead/1p-conversion/721637365/?random=1775643198320&cv=11&fst=1775643198320&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be6461v9181659078z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116991816~117884344&u_w=1920&u_h=1080&url=https%3A%2F%2Fwww.rmit.edu.au%2Fstudy-with-us%2Fapplying-to-rmit&ref=https%3A%2F%2Fwww.rmit.edu.au%2Fstudy-with-us&label=JrZLCOW4pqkBEPWfjdgC&frm=0&tiba=Applying%20to%20RMIT%20-%20RMIT%20University&bttype=purchase&value=0&hn=www.google.com&npa=0&pscdl=noapi&auid=1698757343.1775164957&_tu=CA&gcl_ctr=35~1~0~0&gap.last_random=1775643191607&gap.last_label=JrZLCOW4pqkBEPWfjdgC&gcp=1&sscte=1&ct_cookie_present=1&fmt=8-623,50,256,254,267,269,293,235,293,100.000%,.51981,2.44,2.61
/pagead/1p-conversion/721637365/-627,50,174,172,187,189,215,160,215,100.000%,.52023,1.40,1.96
/pagead/1p-conversion/721637365/-637,50,81,80,84,87,182,73,182,2.000%,.52096,0.30,0.98
/gmp/conversion/_dc_unique_id=1597006646293735234;_dc_ptd=ChEI8PnXzgYQldTY25f29cyFARIfADSn0AwNVbzZ3-7VarjoVfFScQ63PDjOxSOq9PQljg;_dc_time=1775643199;cid=CAQSvgEABaugfWndu2Hz7dey7ZZbWjTQDu40wQd-Fb4WShQPOnDfgSkG8Igf4T7zZEPCGxPFz81WGDlOW1lKtKSm9s-G3oGK2QS9ee7ze5AdmVsshdIFT_wy31PzpVI0hbQDChSGYzBSs14nsHFx-SHPeB4aijrOtUrNhe_1XvrgS37UmBQ1LSace_l9T65z-6QeGWoe62_0ZjPQxZps773TZtE2dc94ThXGxSuhZQ0dcQxGqzcCNwR4VeyGKSSprIn_;eps=AHas8cBodTZ5EkfGV3zh4xBgiT2pdvAdXrCI-xyONX6V1yrwHh7dwBNrbkK0G_xgePn2hhzFmEx8-Dn_CPTJXLNujrtWaZmp-t9TYBtWPZ2Qwi8;src=11366847;type=aud;cat=2610_001;ord=8404250186558;npa=0;auiddc=1698757343.1775164957;pscdl=noapi;frm=0;_tu=KFA;gtm=45fe6461v9181809335z872293692za20gzb72293692zd72293692xea;gcd=13l3l3l3l1l1;dma=0;dc_fmt=3;tag_exp=0~115616986~115938465~115938468~116991817~117884344;epver=2;dc_random=1775643198_JtAEv5ZBI7pG1nLc-cSjdd7UyKE8wl0XLg;~oref=https%3A%2F%2Fwww.rmit.edu.au%2Fstudy-with-us%2Fapplying-to-rmit-650,50,130,126,136,138,499,81,499,4.000%,.52070,0.28,0.68
/SIE/-666,50,25,24,36,37,51,0,51,6.000%,.52125,2.49,0.22
/ee/irl1/v1/interact?configId=8f3d8bb7-7148-45d0-86d8-87cbb537de71&requestId=5b1b4af5-aa80-46b5-bdd7-68daa80ff50e-664,50,246,244,254,264,311,234,311,100.000%,.51995,1.07,1.26
/canonical.html-667,50,57,56,65,67,81,48,81,0.000%,.52096,0.15,0.15
/success.txt-669,50,56,55,64,68,69,48,69,0.000%,.52089,0.11,0.16
/success.txt-670,50,56,55,64,64,69,49,69,0.000%,.52082,0.11,0.16
/v1/config/46c8c7be486445e1a4c42d1b2392d91e-671,50,152,153,159,160,166,144,166,68.000%,.52028,0.41,0.23
/v1/ingest-672,50,150,150,157,159,162,142,162,46.000%,.52027,0.15,0.26
/webdeployments/v1/deployments/9cbcb118-d73b-49d3-949b-e89fc132d9d6/domains.json-674,50,49,35,42,69,565,29,565,2.000%,.52091,0.35,0.24
/webdeployments/v1/deployments/9cbcb118-d73b-49d3-949b-e89fc132d9d6/config.json-676,50,23,12,19,22,534,9,534,2.000%,.52155,0.65,0.24
/messenger/thirdparty-plugins.html-673,50,306,279,405,409,478,209,478,100.000%,.52043,0.56,0.27
/v1/ingest-675,50,156,155,163,163,220,146,220,84.000%,.52118,0.40,0.97
/messenger/messenger-renderer.html-681,50,285,354,375,378,403,188,403,100.000%,.52099,0.59,0.27
/messenger/messenger.html-680,50,284,355,374,380,403,187,403,100.000%,.52186,0.58,0.27
/api/v2/journey/deployments/9cbcb118-d73b-49d3-949b-e89fc132d9d6/customers/99f3f14e-30c9-496c-930e-f9996543d06f/beacons?data=eyJfdiI6IjIuMTc3Mi4wIiwiX2FjdG11IjoiOTlmM2YxNGUtMzBjOS00OTZjLTkzMGUtZjk5OTY1NDNkMDZmIiwiYXR0Ijp7fSwiY2lkIjoiOTlmM2YxNGUtMzBjOS00OTZjLTkzMGUtZjk5OTY1NDNkMDZmIiwiY3ZjIjoiNCIsImRrIjpudWxsLCJkbCI6Imh0dHBzOi8vd3d3LnJtaXQuZWR1LmF1L3N0dWR5LXdpdGgtdXMvYXBwbHlpbmctdG8tcm1pdCIsImRuIjoiZW4tQVUiLCJkcnUiOiJodHRwczovL3d3dy5ybWl0LmVkdS5hdS9zdHVkeS13aXRoLXVzIiwiZHQiOiJBcHBseWluZyB0byBSTUlUIC0gUk1JVCBVbml2ZXJzaXR5IiwiZmYiOmZhbHNlLCJmaiI6ZmFsc2UsImZwIjp0cnVlLCJmdyI6dHJ1ZSwic2JjIjoxLCJzaCI6MTA4MCwic2lkIjoiOTFlZWExYzAtMzMzMy0xMWYxLWJhYjEtMzE5MThmZmQ1ZDc1Iiwic3BjIjoxLCJzcnUiOiJodHRwczovL3d3dy5ybWl0LmVkdS5hdS9zdHVkeS13aXRoLXVzIiwic3NmIjo1NDc4OCwic3NwIjoyMDM4LCJzdyI6MTkyMCwidCI6InBhZ2V2aWV3IiwidGJjIjo0LCJ0cGMiOjQsInR0cyI6e30sInZoIjo5NDcsInZ3IjoxOTIwfQ%3D%3D&type=pageview-687,50,347,223,564,570,1372,206,1372,100.000%,.52172,0.43,0.72
/rp.gif-689,50,317,320,333,337,350,286,350,100.000%,.52146,0.44,0.42
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=ff463859-348f-4cb9-a2a9-722641e5ec13-685,50,274,259,279,318,550,247,550,100.000%,.52172,0.61,2.21
/config/au/de196456-5f1f-4e16-b48e-eef530d462f3.js-704,50,350,348,358,359,394,333,394,100.000%,.52123,0.35,0.23
"/1/NRJS-29f08b2561dc6ad578f?a=1431854846&sa=1&v=1.301.0&t=Unnamed%20Transaction&rst=732&ck=0&s=0&ref=https://apps.mypurecloud.com.au/messenger/thirdparty-plugins.html&ptid=69373c7e868702ec&af=err,spa,xhr,stn,ins&be=4&fe=712&dc=236&perf=%7B%22timing%22:%7B%22of%22:1775643200803,%22n%22:0,%22rpe%22:223,%22di%22:241,%22ds%22:241,%22de%22:241,%22dc%22:714,%22l%22:714,%22le%22:718%7D,%22navigation%22:%7B%7D%7D-697",50,645,329,1218,1251,1473,312,1473,100.000%,.52135,0.35,0.45
/messenger/i18n/en-us.json-711,50,280,201,381,391,409,187,409,100.000%,.52694,2.21,0.22
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=1874536902&en=gdlxaxje&end=1-709,50,149,147,158,158,159,142,159,42.000%,.52813,0.54,1.47
/p-712,50,122,121,130,132,168,113,168,2.000%,.52833,0.22,0.94
/life-at-rmit-710,50,163,158,170,196,255,154,255,100.000%,.52811,19.61,0.27
/canonical.html-719,50,57,56,65,68,82,48,82,0.000%,.52862,0.15,0.16
/events/1/NRJS-29f08b2561dc6ad578f?a=1431854846&sa=1&v=1.301.0&t=Unnamed%20Transaction&rst=2051&ck=0&s=0&ref=https://apps.mypurecloud.com.au/messenger/thirdparty-plugins.html&ptid=69373c7e868702ec-715,50,320,298,368,433,566,285,566,100.000%,.52728,0.19,0.46
/success.txt-725,50,57,55,64,67,121,48,121,0.000%,.52854,0.11,0.17
/success.txt-724,50,57,55,65,67,126,49,126,0.000%,.52847,0.11,0.17
/p-723,50,125,124,131,132,165,113,165,4.000%,.52815,0.22,2.12
/p-721,50,128,128,135,137,186,111,186,2.000%,.52811,0.18,0.75
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=2984046791&en=gdlxaxje&end=1-722,50,144,144,147,148,157,142,157,4.000%,.52792,0.54,0.83
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=53561451-46df-4235-9006-818d6928316d-713,50,241,236,252,257,331,229,331,100.000%,.52742,0.58,1.54
/is/image/rmit/europe-barcelona-1440x450-1-739,50,50,41,55,90,291,35,291,2.000%,.52852,0.48,0.29
/is/image/rmit/europe-barcelona-1440x450-1-740,50,29,16,19,21,466,13,466,4.000%,.53008,0.48,0.29
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116991816~117266400&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&_tu=CA&em=tv.1-746,50,79,80,86,88,92,68,92,0.000%,.53231,0.22,0.40
/pagead/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116991816~117266400&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-742,50,73,74,77,78,81,66,81,0.000%,.53229,0.22,0.40
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116991816~117266400&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-743,50,124,114,122,127,473,110,473,4.000%,.53201,0.43,0.40
/ccm/form-data/829652557?gtm=45be6461v9178552781z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~116991816~117266400&npa=0&frm=0&pscdl=noapi&auid=1698757343.1775164957&ec_mode=a&em=tv.1-747,50,179,116,376,380,398,106,398,28.000%,.53199,0.43,0.40
/events/1/NRJS-29f08b2561dc6ad578f?a=1431854846&sa=1&v=1.301.0&t=Unnamed%20Transaction&rst=3286&ck=0&s=0&ref=https://apps.mypurecloud.com.au/messenger/thirdparty-plugins.html&ptid=69373c7e868702ec-754,50,336,297,342,423,1142,285,1142,100.000%,.53098,0.21,0.39
/jserrors/1/NRJS-29f08b2561dc6ad578f?a=1431854846&sa=1&v=1.301.0&t=Unnamed%20Transaction&rst=3287&ck=0&s=0&ref=https://apps.mypurecloud.com.au/messenger/thirdparty-plugins.html&ptid=69373c7e868702ec-756,50,311,298,316,320,573,286,573,100.000%,.53093,0.21,0.76
/jserrors/1/NRJS-29f08b2561dc6ad578f?a=1431854846&sa=1&v=1.301.0&t=Unnamed%20Transaction&rst=3287&ck=0&s=0&ref=https://apps.mypurecloud.com.au/messenger/thirdparty-plugins.html&ptid=69373c7e868702ec-755,50,316,300,330,358,574,287,574,100.000%,.53092,0.21,0.67
/pagead/1p-conversion/721637365/?random=1775643204535&cv=11&fst=1775643204535&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be6461v9181659078z872293692za20gzb72293692zd72293692xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938469~116991816&u_w=1920&u_h=1080&url=https%3A%2F%2Fwww.rmit.edu.au%2Flife-at-rmit&ref=https%3A%2F%2Fwww.rmit.edu.au%2Fstudy-with-us%2Fapplying-to-rmit&label=JrZLCOW4pqkBEPWfjdgC&frm=0&tiba=Life%20at%20RMIT%20-%20RMIT%20University&bttype=purchase&value=0&hn=www.google.com&npa=0&pscdl=noapi&auid=1698757343.1775164957&_tu=CA&gcl_ctr=36~1~0~0&gap.last_random=1775643198320&gap.last_label=JrZLCOW4pqkBEPWfjdgC&gcp=1&sscte=1&ct_cookie_present=1&fmt=8-771,50,266,265,286,288,304,237,304,100.000%,.53121,2.47,2.62
/pagead/1p-conversion/721637365/-775,50,173,170,185,187,241,161,241,100.000%,.53173,1.41,1.97
/SIE/-818,50,32,26,34,35,253,15,253,2.000%,.53255,2.63,0.24
/ee/irl1/v1/interact?configId=8f3d8bb7-7148-45d0-86d8-87cbb537de71&requestId=42c3385d-e895-4744-9611-f293ea2a167c-790,50,264,242,255,260,1156,235,1156,100.000%,.53133,0.58,1.27
/v1/config/46c8c7be486445e1a4c42d1b2392d91e-822,50,160,161,169,172,200,147,200,94.000%,.53180,0.42,0.24
/v1/ingest-823,50,150,150,157,158,164,143,164,40.000%,.53187,0.16,0.26
/canonical.html-825,50,59,56,67,69,99,49,99,0.000%,.53235,0.15,0.16
/success.txt-829,50,58,55,66,66,99,48,99,0.000%,.53228,0.11,0.17
/success.txt-828,50,56,55,64,65,75,49,75,0.000%,.53220,0.11,0.17
/v1/ingest-824,50,157,155,163,165,252,146,252,78.000%,.53158,0.42,0.99
/rp.gif-827,50,327,316,335,339,876,285,876,100.000%,.53123,0.45,0.42
/config/au/de196456-5f1f-4e16-b48e-eef530d462f3.js-831,50,342,342,349,351,357,333,357,100.000%,.53145,0.36,0.24
/ee/irl1/v1/interact?configId=4c921b14-8244-4ba4-9da3-31a27a594da5&requestId=18ba52e0-0b72-48b1-bfcd-7c99760227b7-830,50,261,239,248,521,527,230,527,100.000%,.53204,0.59,1.79
/rb_bf37093awt?type=js3&sn=v_4_srv_3_sn_659BF036609814552B7D96E989527272_perc_100000_ol_0_mul_1_app-3Aefa175a9be6e80f9_1&svrid=3&flavor=post&vi=PAMNTUJDBCFHADLMJCMTFMIEPWRCMASM-0&modifiedSince=1773840977167&bp=3&app=efa175a9be6e80f9&crc=2837932743&en=gdlxaxje&end=1-835,50,144,144,147,148,168,142,168,4.000%,.53261,0.55,1.37
/canonical.html-842,50,56,55,64,66,70,49,70,0.000%,.53304,0.16,0.16
/p-838,50,124,122,127,130,247,113,247,2.000%,.53267,0.23,0.95
/success.txt-844,50,56,55,63,66,72,48,72,0.000%,.53294,0.11,0.17
/about-836,50,168,153,164,202,566,150,566,98.000%,.53237,18.69,0.26
/success.txt-843,50,56,55,64,66,77,48,77,0.000%,.53289,0.11,0.17
